od,do,odleglosc,czas_rano,czas_poludnie,czas_wieczor
137,759,11.85,34,20,26
137,771,9.45,33,17,24
137,785,8.69,24,15,15
137,794,5.78,7,3,6
137,831,5.91,14,8,8
137,887,10.33,25,13,21
137,929,6.99,22,10,12
138,147,5.23,10,5,7
138,199,4.7,9,6,7
138,201,8.25,9,6,8
138,203,2.89,6,4,6
138,228,7.97,24,15,18
138,229,3.5,8,4,6
138,261,11.91,32,20,22
138,268,2.71,2,1,2
138,269,4.58,8,5,5
138,298,10.7,26,12,17
138,375,8.88,21,11,18
138,388,10.7,13,8,8
138,441,10.85,29,15,21
138,442,9.72,14,11,9
138,449,11.8,22,14,19
138,456,5.34,17,7,13
138,474,3.67,8,5,6
138,476,10.23,23,14,20
138,490,9.93,18,10,11
138,513,11.57,27,18,29
138,545,8.15,8,5,7
138,558,9.87,27,12,21
138,583,10.62,26,14,19
138,584,6.59,9,7,8
138,598,9.14,9,7,7
138,636,8.96,14,6,9
138,644,4.31,7,4,4
138,707,8.58,19,16,21
138,708,4.6,6,4,3
138,770,10.89,25,18,22
138,834,11.44,24,12,17
138,845,8.5,15,9,10
138,846,10.56,27,14,20
138,876,11.22,13,7,11
138,888,8.62,18,8,10
138,905,10.8,22,13,12
138,913,10.72,21,14,17
138,928,7.35,8,7,7
138,953,5.67,6,4,4
138,989,10.23,24,16,17
138,992,8.81,13,5,9
139,140,10.4,9,7,7
139,246,1.77,1,1,1
139,272,9.39,15,9,16
139,342,11.66,23,14,17
139,369,2.1,5,2,3
139,378,5.56,8,4,5
139,385,6.75,18,11,11
139,415,10.7,29,14,15
139,433,8.49,28,14,16
139,468,9.03,24,11,20
139,477,9.64,21,12,15
139,520,8.94,19,14,13
139,526,5.31,7,3,4
139,530,8.13,19,11,15
139,536,10.54,21,14,21
139,539,5.44,14,7,10
139,543,8.07,21,14,21
139,591,10.99,26,15,20
139,595,11.49,22,13,22
139,618,10.41,14,9,15
139,674,6.12,15,6,11
139,680,9.94,34,15,21
139,687,8.29,16,12,15
139,691,7.49,8,5,7
139,693,1.72,1,1,1
139,717,10.56,15,12,11
139,725,8.9,21,19,20
139,736,6.25,11,7,7
139,740,10.65,13,8,9
139,757,4.5,10,5,9
139,800,8.62,9,5,8
139,826,6.9,20,10,13
139,855,5.14,6,4,4
139,867,8.94,12,5,10
139,882,7.35,21,10,17
139,897,6.16,9,4,8
139,903,7.49,10,5,7
139,947,11.4,29,17,27
139,954,11.18,22,10,15
139,959,10.58,23,16,20
139,968,0.9,1,1,1
139,977,6.97,14,9,14
139,995,4.12,6,5,7
140,146,7.25,16,10,15
140,223,9.78,21,12,14
140,230,5.94,11,6,10
140,246,9.86,23,12,15
140,266,7.16,25,14,13
140,285,4.93,8,5,5
140,310,2.48,5,2,3
140,316,11.35,33,16,30
140,323,5.61,6,4,7
140,385,6.25,10,7,7
140,392,9.47,12,7,10
140,415,9.03,29,18,17
140,433,2.38,4,2,3
140,511,8.6,12,8,13
140,526,8.95,20,11,12
140,536,9.13,11,5,8
140,543,4.53,7,4,3
140,547,7.15,24,13,13
140,566,10.07,26,15,17
140,595,11.58,32,19,28
140,674,9.08,18,12,21
140,680,3.26,6,3,5
140,693,9.6,26,18,18
140,694,11.5,17,11,11
140,717,8.61,19,14,18
140,725,1.59,1,1,2
140,736,4.18,5,4,4
140,757,11.78,33,17,26
140,855,10.48,20,10,10
140,862,11.13,27,16,24
140,882,8.8,13,6,11
140,903,3.65,3,2,2
140,968,11.28,21,12,12
141,213,10.28,17,10,13
141,214,8.05,24,15,17
141,241,7.88,18,14,18
141,280,9.97,30,13,23
141,290,11.6,17,9,12
141,299,11.72,22,14,18
141,344,9.78,14,11,13
141,346,8.97,14,6,8
141,348,8.19,18,9,16
141,360,7.39,19,10,14
141,377,9.19,14,8,8
141,416,10.56,17,16,21
141,452,6.7,9,4,5
141,487,8.43,9,7,12
141,500,10.72,14,9,17
141,504,7.16,11,7,14
141,510,8.76,15,13,15
141,552,2.64,5,2,4
141,577,9.21,28,16,14
141,645,10.19,33,18,22
141,704,7.99,11,5,7
141,735,4.26,11,7,10
141,739,6.62,11,7,12
141,763,11.02,22,12,16
141,823,6.24,7,4,7
141,860,11.78,13,7,10
141,865,3.42,12,7,8
141,870,10.93,22,14,15
141,893,7.08,19,10,18
141,946,7.26,10,7,10
141,965,11.87,22,20,24
141,985,11.16,18,10,14
142,143,9.06,11,5,6
142,161,6.92,15,10,12
142,171,4.82,6,6,7
142,184,7.66,17,13,14
142,190,9.29,27,19,26
142,210,10.13,25,16,21
142,217,11.92,33,20,28
142,226,10.85,12,9,13
142,248,8.87,24,14,15
142,252,11.31,23,11,14
142,281,11.86,25,13,15
142,294,9.07,17,11,12
142,309,6.11,11,7,7
142,318,7.85,12,8,9
142,341,1.17,2,1,1
142,362,11.01,23,10,19
142,395,9.23,24,14,15
142,406,4.35,6,3,3
142,443,6.04,13,6,10
142,457,6.16,8,4,4
142,467,9.25,16,12,18
142,482,9.64,17,13,14
142,551,4.57,9,6,6
142,597,11.1,36,15,21
142,600,11.47,20,11,10
142,604,6.58,7,3,6
142,629,6.94,19,9,10
142,633,10.4,21,15,17
142,666,11.11,24,13,15
142,688,5.08,7,4,6
142,714,10.17,30,17,18
142,743,7.37,10,7,12
142,755,11.31,14,10,11
142,782,8.29,13,10,14
142,790,8.45,23,11,18
142,793,10.68,9,6,9
142,816,6.31,7,3,6
142,825,9.92,15,12,11
142,864,8.02,21,14,15
142,868,9.75,11,9,10
142,951,10.73,14,9,15
142,956,2.47,4,2,3
142,962,4.85,10,9,9
142,972,11.37,30,15,17
143,161,9.6,18,14,19
143,171,6.55,12,5,6
143,181,4.0,11,7,6
143,184,9.54,10,9,9
143,286,3.41,3,2,2
143,294,4.57,8,5,7
143,318,7.8,13,8,12
143,341,9.4,23,15,21
143,350,6.33,7,4,6
143,365,7.08,10,7,12
143,395,1.93,3,1,2
143,406,8.05,11,7,11
143,429,6.68,9,6,7
143,438,11.0,27,14,16
143,443,3.23,5,2,3
143,454,8.15,21,13,20
143,455,11.34,36,20,24
143,496,4.65,9,5,8
143,529,8.18,20,9,14
143,551,9.01,19,9,15
143,578,10.83,22,11,17
143,588,8.87,28,17,22
143,600,3.27,7,4,6
143,604,8.94,14,14,19
143,629,7.5,8,4,4
143,632,9.24,20,13,19
143,655,10.23,12,6,10
143,666,9.62,26,14,18
143,671,8.71,18,10,19
143,688,4.15,9,6,10
143,714,10.19,16,9,12
143,719,4.73,9,4,6
143,726,10.19,31,18,23
143,727,6.56,7,4,8
143,743,8.99,18,10,20
143,755,3.11,3,2,3
143,773,11.44,27,16,33
143,790,2.66,8,3,6
143,793,8.37,15,9,8
143,816,3.06,5,3,3
143,825,11.84,26,13,19
143,828,11.87,26,14,21
143,864,7.11,15,10,10
143,868,1.38,3,1,2
143,939,4.97,7,3,4
143,956,8.59,19,14,15
143,962,10.56,35,19,28
143,987,6.28,6,5,5
144,154,9.03,16,11,14
144,178,9.21,20,13,13
144,264,5.1,5,3,5
144,288,10.71,30,20,20
144,311,2.94,5,3,4
144,332,8.56,25,14,16
144,366,11.46,33,20,25
144,382,10.14,16,11,15
144,422,10.48,14,9,12
144,434,10.7,30,17,26
144,461,11.28,28,18,18
144,546,9.81,16,11,13
144,559,7.47,19,11,16
144,563,8.6,15,8,10
144,573,9.38,17,13,13
144,585,10.54,23,16,22
144,628,7.88,23,14,14
144,642,2.69,6,2,3
144,681,1.01,1,1,1
144,685,9.98,18,14,16
144,701,9.06,30,17,16
144,741,6.0,9,7,10
144,750,8.69,20,10,15
144,759,6.38,11,6,8
144,774,8.83,14,11,10
144,783,6.26,11,7,9
144,794,11.16,24,13,15
144,831,6.81,6,4,4
144,919,9.37,18,13,20
144,933,6.34,13,9,12
145,165,3.36,8,4,6
145,169,3.54,6,4,5
145,213,10.81,30,20,31
145,232,1.3,1,1,1
145,253,10.83,30,15,20
145,290,10.85,26,13,13
145,295,8.58,28,13,20
145,314,2.38,4,3,4
145,320,7.88,12,8,9
145,334,11.39,15,9,12
145,375,10.51,15,10,13
145,442,10.29,28,16,19
145,449,8.2,15,11,14
145,478,2.42,7,4,4
145,483,11.59,12,9,11
145,500,11.96,20,15,17
145,510,11.2,11,6,10
145,544,3.82,5,2,3
145,561,6.47,12,8,9
145,570,4.82,5,2,3
145,582,8.5,13,10,15
145,583,9.02,20,12,13
145,611,10.56,30,20,23
145,616,9.15,16,11,12
145,635,6.48,14,8,12
145,721,4.12,6,4,7
145,739,11.52,18,11,18
145,795,10.12,16,9,14
145,859,11.77,28,17,22
145,870,7.47,15,9,13
145,893,11.71,27,18,22
145,905,8.59,19,9,13
145,946,9.79,16,10,11
145,948,7.58,20,14,21
145,949,4.65,10,5,9
145,971,6.26,10,6,6
145,974,9.2,15,11,15
146,198,10.71,31,19,27
146,221,7.74,17,14,15
146,223,6.88,15,7,12
146,230,10.93,16,7,8
146,266,5.69,12,9,12
146,285,5.03,15,8,12
146,296,6.29,9,4,5
146,310,6.11,12,6,11
146,323,2.6,4,3,4
146,381,8.32,15,8,9
146,385,11.27,17,12,16
146,392,5.76,13,9,9
146,415,11.09,30,18,24
146,433,8.66,20,15,17
146,444,11.85,18,18,18
146,479,8.06,17,13,19
146,491,11.64,23,15,22
146,511,5.8,7,4,6
146,517,11.07,15,14,14
146,523,11.26,35,16,19
146,527,9.01,14,7,9
146,532,8.17,12,9,9
146,543,9.42,16,8,15
146,547,6.12,12,5,7
146,566,9.79,13,9,16
146,649,10.92,17,11,16
146,680,7.34,8,5,8
146,694,10.06,27,16,24
146,725,8.81,14,8,10
146,736,11.22,10,6,10
146,772,9.34,7,6,8
146,798,10.22,17,16,14
146,862,10.28,14,9,12
146,883,7.87,17,10,14
146,891,7.95,19,10,14
146,900,8.89,12,7,9
146,903,10.89,23,17,22
146,915,10.42,17,9,10
146,926,10.71,20,11,13
146,963,11.93,36,17,20
147,199,9.68,11,6,10
147,203,2.34,2,1,2
147,228,9.55,21,15,17
147,229,4.18,9,4,5
147,233,8.34,7,5,8
147,257,11.47,15,9,14
147,261,10.04,11,7,10
147,262,11.9,20,12,13
147,268,7.58,13,7,11
147,269,9.07,9,6,9
147,274,11.69,17,13,16
147,298,6.77,8,4,6
147,388,11.18,32,18,23
147,441,10.75,14,12,12
147,456,1.9,1,1,1
147,458,11.98,25,13,19
147,474,5.33,14,10,13
147,476,8.27,13,6,10
147,490,8.0,14,9,12
147,545,9.68,33,17,22
147,584,2.01,2,1,1
147,621,8.92,11,5,7
147,636,5.65,8,6,9
147,644,9.46,23,14,17
147,655,10.96,10,7,12
147,677,11.18,28,18,25
147,708,9.02,18,15,15
147,792,7.15,11,7,12
147,828,11.53,14,9,14
147,834,9.95,15,10,16
147,853,9.79,11,7,6
147,888,11.53,25,17,22
147,913,9.01,16,14,12
147,928,9.07,23,13,24
147,953,10.25,18,11,14
147,960,9.21,25,15,21
147,989,8.66,20,12,15
147,992,7.11,19,11,12
148,164,11.63,19,10,17
148,168,3.76,8,5,6
148,225,4.97,8,3,4
148,236,8.84,13,10,9
148,321,10.2,20,9,15
148,372,10.27,12,8,8
148,374,8.6,15,12,18
148,386,3.8,7,5,8
148,394,5.69,15,9,11
148,425,8.87,24,14,24
148,427,7.18,15,9,13
148,435,6.05,12,9,11
148,473,3.22,3,2,2
148,481,11.91,30,16,22
148,489,5.78,14,10,15
148,524,10.25,29,19,25
148,538,11.58,13,8,12
148,555,5.68,10,9,13
148,564,2.32,3,2,2
148,575,6.6,10,7,6
148,610,10.86,16,11,13
148,638,3.28,8,4,5
148,640,3.58,10,6,7
148,661,9.47,29,17,15
148,668,10.99,25,17,20
148,678,7.11,15,12,15
148,731,8.02,20,13,13
148,745,5.77,6,3,4
148,760,9.85,20,15,18
148,775,10.49,36,16,23
148,784,10.31,31,20,20
148,797,7.27,13,7,10
148,802,11.97,31,19,25
148,818,10.25,21,11,16
148,830,5.65,11,7,9
148,920,10.26,18,11,12
148,961,9.6,9,8,8
148,964,8.61,20,10,13
148,975,11.03,23,14,16
149,170,6.07,18,10,14
149,182,1.94,3,2,3
149,195,6.82,7,4,5
149,213,10.24,15,10,11
149,259,3.66,6,5,5
149,280,9.45,10,7,7
149,290,9.91,18,9,10
149,344,9.05,22,12,16
149,348,7.65,11,9,12
149,368,6.89,11,7,9
149,493,3.63,5,3,5
149,549,3.97,12,5,8
149,567,5.81,7,4,6
149,577,9.47,18,12,16
149,662,11.95,21,13,21
149,713,7.71,9,5,6
149,724,1.61,5,2,3
149,795,10.61,30,15,23
149,859,9.88,20,16,19
149,880,7.71,15,10,9
149,965,8.44,10,7,9
149,993,4.56,6,4,5
149,999,8.83,16,12,15
150,176,2.3,5,4,4
150,180,6.11,13,9,9
150,197,8.23,21,11,13
150,206,11.72,25,12,14
150,245,3.53,4,3,3
150,254,9.46,32,17,20
150,267,5.92,12,5,10
150,345,8.7,17,13,12
150,361,8.81,16,11,17
150,376,10.39,25,17,19
150,402,7.41,16,14,11
150,409,7.46,23,12,19
150,437,9.57,22,15,18
150,464,7.74,9,7,9
150,503,10.79,15,11,11
150,506,7.24,11,7,7
150,509,8.93,14,10,10
150,512,10.14,13,9,17
150,542,11.77,25,15,14
150,556,2.63,4,2,2
150,608,6.51,9,8,11
150,625,10.07,24,15,20
150,662,9.98,20,16,19
150,758,8.33,9,4,6
150,809,5.45,10,7,12
150,821,7.71,25,15,20
150,829,7.07,11,7,6
150,854,10.98,13,8,9
150,878,8.02,18,15,21
150,892,1.8,1,1,1
150,906,8.89,17,12,21
150,908,5.13,7,4,5
150,925,10.28,13,11,14
150,945,11.42,21,18,25
150,955,5.34,6,5,6
150,966,3.93,7,3,4
150,994,11.29,37,16,31
151,179,9.07,25,13,16
151,186,4.54,10,6,8
151,247,11.52,27,13,22
151,347,7.69,14,11,15
151,357,1.21,2,1,2
151,372,6.47,16,9,11
151,396,11.79,9,8,11
151,405,7.22,16,11,11
151,425,9.97,14,7,8
151,435,11.37,37,22,19
151,463,2.66,6,2,4
151,469,11.43,20,13,19
151,471,7.34,18,8,10
151,489,10.94,13,11,13
151,494,3.0,9,4,6
151,498,7.08,17,12,12
151,548,10.66,23,13,16
151,555,10.31,38,16,20
151,569,4.18,5,3,3
151,575,11.36,11,6,8
151,650,11.95,25,14,20
151,706,4.63,5,3,6
151,709,10.08,8,7,9
151,710,1.09,2,2,2
151,715,9.83,9,7,6
151,751,6.68,7,6,7
151,762,4.82,6,4,6
151,765,5.46,14,7,13
151,797,9.38,23,13,17
151,807,3.96,9,5,7
151,818,8.38,22,14,18
151,837,5.76,6,4,6
151,857,2.98,4,2,5
151,866,8.99,10,8,7
151,889,6.94,20,13,13
151,896,8.65,10,6,8
151,904,5.18,12,9,8
151,907,7.63,18,8,9
151,975,8.88,17,9,13
152,209,10.74,33,17,21
152,215,8.89,25,18,24
152,222,5.06,12,7,8
152,260,7.96,13,10,15
152,315,7.32,12,8,10
152,329,5.86,11,9,11
152,356,3.57,5,4,5
152,371,10.14,9,7,8
152,383,2.45,7,3,5
152,387,6.29,14,7,8
152,410,3.89,7,3,4
152,447,10.68,12,9,13
152,466,11.28,22,14,19
152,472,7.78,7,3,6
152,522,8.7,29,15,21
152,557,2.6,6,3,5
152,571,10.71,20,13,15
152,581,10.73,23,19,25
152,587,9.78,25,18,25
152,606,6.47,15,7,9
152,639,9.3,27,15,17
152,712,4.96,11,6,9
152,728,11.32,11,8,8
152,761,6.15,11,10,14
152,801,11.38,14,8,10
152,813,8.97,26,14,16
152,856,10.44,17,12,18
152,863,6.06,7,5,7
152,894,7.63,25,11,14
152,942,10.89,22,14,18
152,952,8.63,20,8,14
152,986,9.85,31,14,23
153,220,10.61,18,11,13
153,337,11.9,31,20,27
153,339,11.05,25,19,24
153,342,11.51,33,16,18
153,430,8.04,16,11,19
153,533,7.36,20,14,17
153,535,8.36,17,12,20
153,554,4.0,7,2,3
153,589,6.25,12,9,8
153,602,6.86,14,8,10
153,627,8.77,15,6,12
153,696,11.36,23,11,20
153,703,6.77,13,7,9
153,738,10.72,24,19,21
153,777,4.17,7,5,6
153,805,1.8,4,1,3
153,838,8.59,16,11,11
153,881,5.75,12,9,11
153,954,11.65,24,21,32
153,957,8.1,13,8,8
153,976,8.39,18,10,12
154,250,10.41,21,12,12
154,288,2.56,3,3,2
154,307,7.9,9,5,8
154,311,11.61,20,16,22
154,366,8.17,26,13,16
154,417,9.27,26,19,23
154,434,3.73,3,2,4
154,461,8.6,23,13,18
154,546,6.58,19,12,18
154,559,1.67,4,2,3
154,562,8.84,12,9,12
154,568,5.83,7,4,4
154,585,5.61,14,10,14
154,615,9.55,11,7,7
154,628,3.81,6,3,5
154,642,9.7,17,12,15
154,669,5.05,15,7,8
154,681,8.19,18,10,17
154,685,6.34,16,10,9
154,701,0.74,1,1,1
154,750,7.34,11,6,9
154,759,3.33,8,4,7
154,785,10.66,19,18,24
154,803,6.2,15,8,10
154,875,11.91,25,14,21
155,157,7.74,18,11,9
155,160,9.03,29,19,16
155,167,5.66,9,6,6
155,188,11.29,24,17,19
155,191,6.28,9,6,7
155,224,11.54,22,20,28
155,235,7.59,19,11,16
155,238,9.33,18,13,15
155,300,3.21,9,6,5
155,308,3.28,7,7,8
155,326,7.58,11,9,14
155,327,7.95,9,4,7
155,358,11.76,10,7,10
155,359,10.52,23,15,21
155,370,6.33,15,12,10
155,379,8.71,18,12,16
155,440,9.12,16,10,18
155,475,8.14,9,7,10
155,497,6.63,6,4,5
155,528,8.09,7,5,7
155,565,7.74,17,10,15
155,599,7.65,7,4,7
155,605,9.95,9,6,7
155,619,8.26,15,11,14
155,660,3.75,7,6,7
155,664,5.83,15,7,13
155,695,3.74,6,3,4
155,737,9.36,22,15,16
155,752,11.37,20,9,13
155,754,11.05,17,9,16
155,796,11.05,12,9,15
155,804,9.22,12,9,13
155,824,11.11,30,13,24
155,835,10.45,12,7,12
155,851,9.89,9,6,9
155,898,8.32,14,6,12
155,917,11.24,28,14,27
155,918,11.62,37,18,22
155,922,6.13,7,3,4
155,981,6.93,16,12,11
156,162,5.04,16,8,8
156,263,9.79,8,6,8
156,337,4.1,6,3,3
156,401,11.44,14,7,11
156,418,3.77,8,4,6
156,488,6.31,14,8,11
156,515,8.1,11,5,9
156,554,9.52,12,7,9
156,589,9.18,20,15,17
156,684,10.29,25,17,18
156,696,11.36,18,12,11
156,703,9.36,26,14,23
156,723,9.89,17,9,14
156,738,11.37,32,22,20
156,777,10.97,12,9,12
156,847,7.18,19,12,18
156,950,10.42,27,18,17
156,957,10.25,19,15,16
157,166,11.5,12,8,7
157,167,2.59,7,4,5
157,175,11.86,23,14,19
157,191,9.28,14,10,12
157,227,5.51,9,7,8
157,237,10.2,16,7,12
157,273,10.52,21,13,22
157,300,9.0,29,14,20
157,304,8.69,12,6,10
157,305,11.92,30,20,28
157,308,5.74,15,10,14
157,370,6.25,13,9,9
157,379,9.58,11,5,6
157,475,7.77,15,7,9
157,497,10.93,16,12,16
157,528,6.87,24,14,13
157,565,0.99,1,1,1
157,612,4.86,7,5,8
157,619,5.61,6,3,5
157,637,11.35,24,17,24
157,660,9.0,14,8,10
157,664,4.76,7,4,5
157,695,8.91,31,15,21
157,749,9.78,15,7,11
157,754,8.88,21,11,15
157,767,9.59,18,10,14
157,802,11.88,21,14,18
157,804,6.6,15,12,16
157,835,4.69,11,6,8
157,840,11.62,29,15,20
157,851,5.75,18,8,9
157,884,10.35,18,8,12
157,898,2.38,2,1,2
157,917,11.43,13,11,17
157,918,7.97,15,7,9
157,922,10.83,12,7,7
157,936,11.29,10,7,9
157,981,8.86,19,16,16
158,160,3.96,8,5,5
158,188,3.53,6,4,5
158,192,5.4,15,11,12
158,224,9.87,17,10,13
158,238,6.26,12,10,13
158,265,7.9,23,16,15
158,287,7.58,17,9,12
158,296,11.41,19,18,15
158,326,4.59,4,2,4
158,327,5.04,4,3,4
158,335,11.99,36,26,29
158,340,5.68,18,10,10
158,381,9.89,21,19,21
158,399,11.03,10,7,11
158,444,6.07,10,7,7
158,479,9.97,32,13,22
158,491,11.91,31,22,30
158,492,11.96,11,8,9
158,497,10.51,37,20,24
158,505,4.23,5,2,4
158,517,6.68,19,10,14
158,519,7.49,18,10,15
158,532,9.57,7,5,5
158,599,8.33,19,13,18
158,649,7.09,9,6,6
158,658,6.27,8,5,6
158,695,10.99,15,11,12
158,699,8.57,15,9,12
158,720,4.46,13,5,8
158,737,3.16,6,4,4
158,796,11.01,32,16,24
158,798,7.94,8,5,6
158,824,10.21,12,7,6
158,850,7.49,8,6,9
158,909,8.99,17,10,15
158,922,10.14,18,9,16
158,938,5.3,11,6,8
158,979,4.44,8,4,6
159,193,8.84,16,10,10
159,202,10.2,13,8,11
159,257,1.23,1,1,1
159,261,2.66,6,4,7
159,262,3.89,4,4,4
159,274,1.01,1,1,1
159,292,3.41,4,3,4
159,298,7.38,16,14,20
159,319,11.05,32,16,26
159,343,2.54,5,3,4
159,355,8.39,15,10,15
159,380,4.38,14,7,9
159,388,5.77,15,6,9
159,428,10.67,27,18,27
159,445,2.74,3,2,3
159,458,2.9,6,4,4
159,474,10.82,16,11,17
159,485,9.86,21,18,20
159,490,4.73,11,5,10
159,499,9.22,33,16,16
159,516,9.5,16,11,14
159,584,10.94,15,12,15
159,621,4.8,8,6,8
159,643,7.26,16,10,20
159,656,10.71,33,18,26
159,673,10.89,17,10,13
159,677,1.56,1,1,1
159,697,2.44,6,4,4
159,698,6.28,15,10,13
159,766,4.4,9,6,10
159,769,7.39,11,5,6
159,861,4.55,10,4,8
159,876,9.59,31,15,23
159,888,10.97,14,6,11
159,901,3.26,5,3,4
159,928,8.82,17,8,12
159,932,10.85,24,11,19
159,940,5.82,15,9,11
159,942,11.94,24,19,19
159,988,9.2,10,7,6
159,992,5.76,7,6,5
160,188,5.69,5,4,5
160,192,4.77,13,7,7
160,224,10.85,18,12,16
160,235,10.75,27,18,25
160,238,2.76,6,3,4
160,265,11.26,31,19,24
160,278,10.24,14,9,11
160,287,10.5,19,13,17
160,300,9.35,8,6,10
160,308,11.9,23,18,22
160,326,2.43,4,2,3
160,327,1.16,1,1,1
160,340,8.7,14,8,10
160,358,11.56,37,16,25
160,359,10.99,11,8,7
160,381,11.74,37,17,30
160,440,11.54,29,23,25
160,444,6.83,19,11,18
160,479,10.45,17,9,14
160,492,9.91,15,10,14
160,497,9.49,10,7,12
160,505,6.55,15,10,12
160,517,8.39,23,13,19
160,519,10.65,35,20,22
160,532,10.92,29,17,24
160,599,7.89,9,6,7
160,605,10.1,24,13,21
160,649,7.64,17,12,15
160,658,6.04,13,8,11
160,660,9.85,24,12,14
160,695,8.91,11,8,12
160,720,8.14,18,10,14
160,737,0.92,2,1,1
160,752,9.76,22,11,12
160,796,7.63,16,11,19
160,798,10.03,10,7,13
160,824,10.96,12,8,14
160,850,11.08,38,18,30
160,909,6.25,14,9,16
160,922,8.96,10,8,10
160,938,9.09,15,8,9
160,979,5.51,7,5,6
161,171,3.49,5,3,3
161,178,7.04,16,7,8
161,184,0.86,1,1,1
161,190,4.65,10,5,6
161,264,10.22,36,21,23
161,294,6.22,18,9,16
161,309,8.53,21,14,18
161,318,2.49,4,2,3
161,341,5.94,9,4,4
161,350,11.69,15,9,9
161,362,10.54,31,14,26
161,365,11.65,30,20,29
161,382,8.18,9,7,9
161,395,8.36,14,10,12
161,406,2.73,4,2,2
161,422,9.26,23,14,12
161,443,8.46,16,14,21
161,467,7.29,22,12,12
161,496,11.58,31,21,26
161,508,10.95,34,16,29
161,551,2.36,3,2,4
161,563,9.94,27,16,22
161,597,10.97,34,18,28
161,604,0.66,1,1,1
161,629,2.22,2,1,1
161,633,5.04,13,9,9
161,688,8.02,14,11,12
161,741,9.33,16,8,10
161,782,8.99,14,7,12
161,783,9.42,20,11,17
161,790,7.28,15,14,16
161,793,5.1,8,3,5
161,816,8.74,11,5,8
161,825,3.07,3,2,3
161,868,10.9,32,21,19
161,919,6.02,6,6,6
161,933,9.14,10,5,6
161,956,9.02,16,11,16
161,962,2.99,7,6,6
161,987,10.94,24,14,17
162,337,5.55,9,6,7
162,418,1.32,1,1,1
162,488,3.42,5,4,5
162,589,11.95,17,8,9
162,684,9.31,26,12,16
162,703,11.86,17,12,14
162,723,9.7,11,5,7
162,847,3.68,10,6,7
163,202,3.31,7,4,5
163,233,11.64,32,23,29
163,292,9.58,15,13,15
163,298,9.19,25,15,15
163,319,5.68,8,7,7
163,343,10.77,21,13,18
163,350,10.3,18,8,12
163,365,10.08,15,7,13
163,380,10.93,12,10,13
163,411,10.32,31,16,17
163,429,11.86,10,6,9
163,432,9.1,23,14,17
163,454,9.12,13,8,9
163,485,10.48,10,8,12
163,496,11.38,29,16,18
163,529,8.7,30,14,19
163,578,5.85,9,4,8
163,588,7.43,25,15,15
163,601,7.62,11,10,10
163,621,9.51,20,11,19
163,643,6.8,20,10,18
163,655,11.16,20,11,18
163,667,7.86,26,12,16
163,677,11.96,21,13,15
163,786,10.85,15,11,19
163,792,11.13,21,17,23
163,853,7.31,14,8,9
163,901,10.01,24,19,17
163,930,3.21,4,2,3
163,939,11.61,16,14,17
163,958,9.42,25,13,22
163,987,10.88,30,21,24
164,168,8.76,21,14,16
164,212,10.36,14,13,18
164,225,8.35,20,13,21
164,236,5.49,7,4,5
164,302,3.35,4,2,3
164,321,1.73,4,2,3
164,333,7.19,14,8,11
164,336,6.18,9,4,6
164,374,8.44,7,4,7
164,386,8.3,9,8,7
164,394,8.58,11,5,8
164,427,9.47,9,8,9
164,446,11.63,26,21,19
164,470,9.38,12,7,7
164,538,0.47,1,1,1
164,592,10.76,30,15,27
164,593,6.11,15,10,9
164,609,10.23,11,7,7
164,610,4.65,12,8,10
164,640,8.85,15,14,15
164,641,10.51,16,12,12
164,661,3.59,5,3,5
164,678,5.19,6,3,3
164,731,3.72,5,4,5
164,745,6.84,17,9,11
164,760,4.74,11,7,11
164,775,11.92,21,14,14
164,778,7.67,17,13,20
164,784,11.0,23,12,20
164,791,9.04,16,11,14
164,810,7.81,11,10,11
164,815,5.85,8,4,6
164,830,9.56,32,15,16
164,923,5.12,10,5,7
164,970,6.72,12,8,11
165,169,4.24,7,4,6
165,213,9.23,25,16,22
165,232,4.59,8,7,8
165,290,9.66,34,19,25
165,295,11.78,32,22,22
165,314,1.65,3,2,2
165,320,11.24,14,7,12
165,334,9.9,25,19,27
165,416,11.15,23,12,19
165,442,11.81,16,10,15
165,449,11.27,29,14,25
165,478,5.33,13,7,9
165,500,8.99,18,15,15
165,510,7.96,17,13,14
165,544,4.79,10,6,8
165,553,10.88,21,13,22
165,561,8.89,15,8,11
165,570,7.9,16,9,15
165,577,10.21,11,6,7
165,582,9.5,20,11,19
165,583,11.95,15,8,15
165,635,6.08,9,5,7
165,721,3.73,6,4,4
165,735,9.69,7,6,9
165,739,8.95,27,13,16
165,795,9.09,22,18,25
165,859,11.6,31,17,21
165,870,5.8,19,9,11
165,893,8.37,8,5,7
165,905,11.47,13,9,13
165,946,6.44,14,8,10
165,948,10.7,37,22,19
165,949,2.91,7,4,5
165,965,11.13,30,20,21
165,971,8.52,22,11,14
165,974,7.87,10,4,7
166,175,3.89,9,4,7
166,187,10.81,18,15,16
166,194,5.13,11,7,10
166,210,8.25,7,4,5
166,217,5.86,10,6,9
166,226,9.72,23,19,21
166,227,6.67,7,3,5
166,237,2.87,4,2,2
166,248,10.19,27,18,26
166,273,1.07,1,1,1
166,281,8.97,27,14,17
166,305,0.64,1,1,1
166,331,2.22,5,3,2
166,391,5.99,14,10,12
166,480,2.87,4,2,2
166,482,8.31,14,11,14
166,612,10.3,21,11,15
166,617,11.84,32,18,27
166,626,6.45,9,6,8
166,659,11.44,26,18,20
